Report_ID,Source_File,Report_Type,Year,Date,Country,Function,Employer,Occupation,Body_Part,Nature_of_Injury,Time_in_Service,Cause,Activity,Mode_of_Operation,Point_of_Release,Process_Safety_Fundamental,Primary_Life_Saving_Rule,Secondary_Life_Saving_Rule,Rule,Narrative,What_Went_Wrong,Corrective_Actions,Causal_Factors,Source_Severity_Category,Potential_Consequence_Heuristic,Hazard,Barrier,Barrier_Failure,SIF_Label,SIF_Reason,Data_Quality,Potential_Consequence,Life_Saving_Rule,Secondary_LSR,Annotation_Status,Annotation_Confidence,Reviewer_Notes
2024_2024pfh_1_2__077,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,04 Feb 2024,USA,Production,,,,,,,Completions,Completion,"Wells, drilling and intervention: Mud circuit/tanks",We control ignition sources.,,,,"While drilling out frac plugs, the flowback manifold was aligned to flow through the mud-gas separator to flare. Gas was flared for approximately 5 minutes before a flash fire occurred near the mud-gas separator. Three crew members sustained burns as a result of the fire.",? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Ignition Control,PROCESS (CONDITIONS): Organizational: Inadequate training/competence 52,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__078,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,09 Nov 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Piping joint,We watch for weak signals.,,,,"A rotating equipment tech was responding to a low discharge pressure alarm when they determined the third stage fuel gas conditioning line had cracked at the threaded connection, resulting in a release.",? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__079,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,09 Nov 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Piping material/tubing,We stay within operating limits.,,,,Pipeline manifold pressured up and came apart releasing gas and a mist of condensate with methanol.,? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change 53",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__080,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,03 Feb 2024,USA,Production,,,,,,,Production operations,Normal,Equipment: Compressor/blower/fan,We watch for weak signals.,,,,"Night operator was dispatched to compressor shutdown. Upon arrival he found a very small incipient fire on a plastic wiring harness on the engine and on the air intake rubber boot, and signs that a larger fire had occurred but self-extinguished.",? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__081,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,15 Jan 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Piping joint,Not applicable.,,,,Operator arrived at facility at 1:30PM to find the 2” gas lift line directly upstream of the control valve had parted completely.,? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing 54",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__082,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,11 Dec 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Instrumentation and small bore tubing,We respect hazards.,,,,The operator visited site to troubleshoot Train 1 H2S analyzer that was showing a relatively flat trend in the software platform. The operator noticed the pressure regulator feeding the analyzer had zero pressure and the allen screw/ bolt was found to be loose. Operator proceeded to tighten regulator bolt to enable pressure flow to regulator and gas started releasing from weephole in regulator. The allen screw/bolt was loosened again by the operator and gas release stopped.,? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment,PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire),Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__083,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,14 Nov 2024,USA,Production,,,,,,,Production operations,Planned shutdown,Piping in Process and Utility Systems (excluding subsea) : Piping material/tubing,We maintain safe isolation.,,,,"Crew was working to drain vapour recovery lines when they u-tubed and drained out downstream line. Spill dimensions 90’x6’x1/4” Total volume 11 bbl. recovered 9 bbl. leaving 2 bbl. soaked in, all oil.",? Not Available.,"Not Available. BARRIERS: Human Barrier Failures: Surveillance, operator rounds and routine inspection",PROCESS (CONDITIONS): Organizational: Inadequate training/competence 55,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__084,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,29 Nov 2024,USA,Production,,,,,,,Production operations,Normal,Equipment: Pump,We walk the line.,,,,Pulled up to location and noticed an oil release in containment coming from the circulating pump and noticed that the ball valve was left opened.,? Not Available.,"Not Available. BARRIERS: Human Barrier Failures: Operating in accordance with procedures – PTW, Isolation of equipment, Overrides and inhibits of safety systems, Shift handover, etc.",PROCESS (CONDITIONS): Organizational: Inadequate training/competence,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__085,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,29 Oct 2024,USA,Production,,,,,,,Production operations,Normal,Tanks and Sumps/Pits: Atmospheric tank,We stay within operating limits.,,,,"Tank had a reported 331 bbls of oil. Trucking pulled remaining oil down to load line from tank 2 and pushed into tank 3. By then, gauge of tank 2 was at 5’5”. While picking up oil off the liner it was noticed that there was fluid underneath, and a patch of oil had popped up separate from the spill further down the liner. Oil picked up by Vac truck deposited into water tank 1. Estimated 150 bbls spilled from the tank. 171bbls was deposited into tank 3 and approximately 74.52bbls picked up and deposited into produced water tank 1.",? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing 56",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__086,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,13 Oct 2024,USA,Production,,,,,,,Production operations,Normal,Equipment: Pump,We walk the line.,,,,Night operator discovered pump containment spilling over. This resulted in approximately 59.86bbls being released inside lined containment and 1.82bbls being released on pad.,? Not Available.,"Not Available. BARRIERS: Human Barrier Failures: Operating in accordance with procedures – PTW, Isolation of equipment, Overrides and inhibits of safety systems, Shift handover, etc.",PROCESS (CONDITIONS): Organizational: Inadequate training/competence,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__087,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,09 Oct 2024,USA,Production,,,,,,,Production operations,Normal,Onshore Pipelines/Flowlines: Onshore pipeline,Not applicable.,,,,"Pipeline developed a leak. During rounds, fluids were found in the pipeline right of way (ROW). Proper notifications made and estimated 230 bbl. of oil released on the ROW.",? Not Available.,"Not Available. BARRIERS: Human Barrier Failures: Operating in accordance with procedures – PTW, Isolation of equipment, Overrides and inhibits of safety systems, Shift handover, etc.","PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing 57",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__088,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,20 Sep 2024,USA,Production,,,,,,,Production operations,Normal,Tanks and Sumps/Pits: Atmospheric tank overflow,We stay within operating limits.,,,,"Operators were having issues with the service provider running their pumps due to a generator being down on their side. Throughout the night before morning spill, operators contacted the service provider, who sent out a mechanic to work on the generator. Around 11:15 the mechanic updated operators that the generator needed parts. At 12:00 AM compressors were shut in. The operator made rounds after shutting in wells and compressors and found fluid coming out the tops of the oil tanks. The tank levels were 27.8” and Hihi shutdown is 28.5’. Estimated release volume-30.0 BBLS of produced oil. Estimated duration of release-15-20 minutes. All fluids remained inside lined secondary containment and was recovered.",? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Shutdown Systems – including operational well isolation and drilling well control equipment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__089,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,09 Sep 2024,USA,Production,,,,,,,Production operations,Normal,Equipment: Fired heater/Boiler/Furnace,Not applicable.,,,,Fire tube gasket on the heater failed releasing 58.5 bbls of oil and 10.3 bbls of water.,? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing 58",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__090,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,25 Apr 2024,USA,Production,,,,,,,Production operations,Normal,"Piping in Process and Utility Systems (excluding subsea) : Valve (body, stem, plugs)",Not applicable.,,,,1” check valve on chemical roll line parted on top causing spill.,? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__091,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,16 Apr 2024,USA,Production,,,,,,,Production operations,Normal,Tanks and Sumps/Pits: Atmospheric tank overflow,We walk the line.,,,,"Oil tanks overflowed into containment, and some over sprayed onto the ground.",? Not Available.,"Not Available. BARRIERS: Human Barrier Failures: Operating in accordance with procedures – PTW, Isolation of equipment, Overrides and inhibits of safety systems, Shift handover, etc.",PROCESS (CONDITIONS): Organizational: Inadequate training/competence 59,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__092,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,01 Mar 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Piping joint,Not applicable.,,,,Operator found a 1” roll line broken off from oil tank at the Battery. He was able to get the old threads out of the tank and replaced the nipple and valve to isolate the leak on the tank. The oil was sitting on rainwater inside secondary containment from the day before. We picked up the standing fluid (oil and rainwater) and let it sit until it separated. We picked up approx. 30 barrels of oil with vac truck. Operator checked the battery at 8:30am and found the leak at 11:30am.,? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__093,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,08 Feb 2024,USA,Production,,,,,,,Production operations,Normal,Tanks and Sumps/Pits: Atmospheric tank overflow,We recognize change.,,,,"The operator received an alert from the Facility that there was a problem. He immediately shut the water inlet remotely to stop the flow into the facility. He then went to location and discovered a total of 86.3 barrels of condensate spilled inside the unlined gravel berm with 70 barrels recovered via vac truck. Investigation revealed that a programming error caused the high alarm to go to the “unknown” folder in the monitoring system, so the monitoring system and operator did not receive the high alarm. The high-high shut down failed because the pressure sensor was set for the specific gravity of water, so when the tank filled with oil it read the level as lower than the shutdown set level.",? Not Available.,Not Available. 60 BARRIERS: Hardware Barrier Failures: Shutdown Systems – including operational well isolation and drilling well control equipment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__094,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,17 Jan 2024,USA,Production,,,,,,,Production operations,Normal,"Piping in Process and Utility Systems (excluding subsea) : Valve (body, stem, plugs)",Not applicable.,,,,"The operator was on location when he witnessed an oil leak develop inside the facility. Upon isolation and further investigation, the operator discovered that the 2” check valve top came off at the edge of the blow case skid.",? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__095,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,15 Jan 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Piping joint,Not applicable.,,,,"A 3” ball valve connected to the drain line of the heater treater separated, resulting in approx. 16 barrels spill of oil/ water mix (14 barrels on pad, 2 barrels off pad). With the loss of the pressure on the heater the battery ESD shut down both wells. Spill is both within the containment, on pad, and off pad.",? Not Available.,Not Available. BARRIERS: Hardware Barrier Failures: Process Containment 61,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__096,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,26 Feb 2024,USA,Production,,,,,,,Production operations,Routine maintenance,Breaking Containment Locations: Breaking containment location,We maintain safe isolation.,,,,"A contractor managed general maintenance crew was dispatched to clear debris from a 2” compressor start gas line with a pressure washer. Initial work authorization and energy isolation was approved by personnel prior to starting work. Upstream and downstream valves were closed and locked, but the crew did not fully de-energize the system. The IP opened a 2” ball valve near the open end of pipe. At this time high pressure gas was released, the unsecured pipe moved, and gas impacted the IP on the right side of his face. The IP was transported to a local hospital where he was treated for debris in his eye and was later released.",? Contractor deviated from work scope and intentionally trapped gas in the line resulting in a gas release and subsequent injury. Pressure in the line was underestimated.,"1. Work scope provided to require additional job-specific instrumentations. 2. Standardize work authorization process to prevent errors on contractor’s Lock out tag out LOTO documents. 3. Update control of work authorization process to confirm proper valve alignment for LOTO. 4. Standardize competency management program for assessing contractors. BARRIERS: Human Barrier Failures: Operating in accordance with procedures – PTW, Isolation of equipment, Overrides and inhibits of safety systems, Shift handover, etc.","PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__097,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,06 Apr 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Piping joint,We walk the line.,,,,"A contract compressor mechanic (CCM) arrived at the compressor station and immediately discovered a gas release. After moving crosswind and upwind of the release, the compressor technician identified the leak location. The CCM shut down the compressor and isolated the leak location before notifying personnel. 62","? After reaching the back of the compressor, the CCM noticed the broken connection between the 2-in start gas line and the 8-in suction line on the compressor. The suction line on a compressor was known to be a high source of vibration off the skid.","1. Lead process safety advisor to revise the facility construction manual to include guidance on requirements for welded connections between compressor skids and piping. 2. Asset integration process safety team (AIPS) to update the integrity management policy to include guidance on vibration testing and inspection requirements for large compressors. 3. Management systems specialist to revise the routine wellsite checklist to include excessive/severe vibration of piping. 4. Project and facility managers to verify all facilities with multiple compressors meet vibration testing requirements for off skid piping from integrity management policy. 5. Facility engineer, in collaboration with category manager, to ensure compressor contracts are updated to include timeframes for corrective actions from vibration studies to be completed. BARRIERS: Hardware Barrier Failures: Structural Integrity Management System Element Barrier Failure: Plans and procedures","PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__098,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,05 Apr 2024,USA,Production,,,,,,,Production operations,Routine maintenance,Breaking Containment Locations: Piping/valve (inadvertently left) open to atmosphere,We walk the line.,,,,A production line to the battery tanks was prepared for maintenance to replace several valves. The valve used to vent/ bleed oil from the line was left open while the maintenance work was completed. The release occurred when the valve used to vent/bleed down the production line was not closed prior to putting the line back in service for leak testing.,? Vent valve was not closed prior to putting the line back in service.,"Training on Start Work/End Work check must emphasize that these checks are individual task checks, not daily start/end task checks. Sanction to test (STT) operations must be accomplished with the same emphasis as initial LOTO placement and final LOTO removal. Sanction to test LOTO manipulations need to be recorded just like initial LOTO and LOTO removal. BARRIERS: Human Barrier Failures: Acceptance of handover or restart of facilities or equipment",PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures 63,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__099,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,26 Apr 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Instrumentation and small bore tubing,We watch for weak signals.,,,,A thermowell on the 1st stage discharged piping of an ethane compressor cracked and leaked.,? Engineering review of the thermowell could not definitely identify the cause of the cracking but most likely cause was high cycle fatigue.,The thermowells on all the ethane compressors were changed to a shorter length to reduce the likelihood of future high cycle fatigue. BARRIERS: Management System Element Barrier Failure: Asset design and integrity,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__100,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,29 Nov 2024,USA,Production,,,,,,,Production operations,Unspecified production,Tanks and Sumps/Pits: Atmospheric tank,We control ignition sources.,,,,A production facility was down because the heater/treater was out of operation. The storage tanks caught fire when the flare backflashed through the tanks’ vent header.,? Flare ignitor was left in service when the production facility was isolated in preparation for an extended downtime. The flare ignitor was the ignition source of the fire.,• Procedure for long term tank isolation needed additional clarification on flare ignitor status. • Operators did not fully understand the consequences of leaving the flare ignitor in service when the battery tanks could have oxygen in the head space from tank “in breathing” because there was no blanket gas on the tanks. • Installation design reviews are required to add safeguards to prevent flare backflash. BARRIERS: Hardware Barrier Failures: Ignition Control,PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) 64,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__101,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,05 Feb 2024,USA,Production,,,,,,,Production operations,Unspecified production,Breaking Containment Locations: Breaking containment location,We maintain safe isolation.,,,,"On 5 February 2024 crews at the CGF facility were performing maintenance on an oil separator vessel. A crew of four roustabout workers, from 1888, was removing a 6” drain spool piece from the bottom of a separator vessel. After removing a majority of the bolts from the top and bottom flanges the crew shifted the 90 degree spool piece. Upon shift of the equipment, a release of oil, condensate, and water mixture exposed the workers. No pressure was on the vessel. Release of fluid was gravity fed out of the top flange. Workers stopped and evacuated the area. After removing saturated clothing, the workers cleaned themselves and reported exposure to HSE. No injuries reported. No damaged equipment reported.",? N/A,N/A BARRIERS: Management System Element Barrier Failure: Risk assessment and control Management System Element Barrier Failure: Plans and procedures,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment",Process Safety event (mixed severity),No injury indicated,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__102,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,19 Feb 2024,USA,Production,,,,,,,Production operations,Normal,"Piping in Process and Utility Systems (excluding subsea) : Valve (body, stem, plugs)",We respect hazards.,,,,A piping failure occurred at a tank battery location. 203 bbl of oil and 57 bbl of produced water was released inside secondary containment. Equipment was shut-in and clean-up efforts are ongoing.,? N/A,N/A BARRIERS: Management System Element Barrier Failure: Asset design and integrity 65 Management System Element Barrier Failure: Plans and procedures,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__103,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,08 Mar 2024,USA,Production,,,,,,,Production operations,Normal,Breaking Containment Locations: Piping/valve (inadvertently left) open to atmosphere,We walk the line.,,,,"A 1/2” bleeder valve on the oil dump of the train 2 heated production separator (HPS) was open, resulting in 124 bbls of oil to release to land.",? N/A,"1. Digital solution not available (bull plug and valve misalignment). 2. Provided feedback to standard facilities design team on the valve design/size and location of valve (if intended for sample point and how it can easily get plugged). 3. Formal communication standard not deployed at location. 4. Task familiarity is thought to be picked up during onboarding/on the job training/training. 5. Operator works his shift under “manage by exception”. 6. Work schedule over at 5:00 pm and night rider schedule starts at 6:30 pm. BARRIERS: Human Barrier Failures: Operating in accordance with procedures – PTW, Isolation of equipment, Overrides and inhibits of safety systems, Shift handover, etc. Human Barrier Failures: Surveillance, operator rounds and routine inspection Management System Element Barrier Failure: Execution of activities",PEOPLE (ACTS): Inattention/Lack of Awareness: Lack of attention/distracted by other concerns/stress,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__104,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,22 Mar 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Platform/Well Pad Flowline,Not applicable.,,,,An equipment failure on a vessel at the off site tank pad occurred causing a release of 170bbl of oil/water mix. 102bbl oil and 68bbl of produced water. The release was contained on location with-in the steel walled area. Equipment was shut-in and clean-up is underway with currently 127bbl of fluid recovered. 66,? N/A,N/A BARRIERS: Management System Element Barrier Failure: Asset design and integrity,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__105,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,28 Mar 2024,USA,Production,,,,,,,Production operations,Planned shutdown,Tanks and Sumps/Pits: Atmospheric tank,Not applicable.,,,,"While pulling down off-spec tank with a vacuum truck for asset integrity maintenance, the field supervisor noticed the tank leaking from the bottom. Leak was not present when they initiated the tank pull down.",? N/A,1. Increased potential for similar incidents to occur due to same design associated with multiple tanks at all company locations. 2. Design prevents additional and more specific internal inspections of the tank’s piping. 3. Tank and piping meant for “clean” service. Uncoated piping not designed for off-spec product. BARRIERS: Hardware Barrier Failures: Structural Integrity Management System Element Barrier Failure: Asset design and integrity,NONE: Unspecified,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__106,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,18 May 2024,USA,Production,,,,,,,Unspecified – other,Normal,"Wells, drilling and intervention: Well",We respect hazards.,,,,"An agricultural vehicle (sprayer) struck the wellhead on 18 May 2024 at approximately 7:38 PM (time of 911 call). 67 Based on a braden head test conducted on 7 March 2024 casing pressure was 1466 psig and tubing pressure was 1465 psig. This pressure, 1466 psig is the pressure assumed at the time that the wellhead strike occurred. The orifice size is 1.995 inches and gas vented from that orifice for 18 hours. The well had 46 psi on it when the well was capped at 1:35 PM on 19 May 2024.",? N/A,"N/A BARRIERS: Hardware Barrier Failures: Shutdown Systems – including operational well isolation and drilling well control equipment Human Barrier Failures: Surveillance, operator rounds and routine inspection",NONE: Unspecified,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__107,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,15 Jan 2024,USA,Production,,,,,,,Production operations,Normal,"Relief, Vent and Discharge Systems: Flare and atmospheric vent systems (intended discharge location)",We sustain barriers.,,,,"At approximately 1600 on 1/3/2024 the pig was received at the site. At that time, the inlet PSV lifted prematurely and did not re-seat, sending the feed to the flare 1. Resultant was a TEG/water rainout that misted up to ~1300ft in the SW direction from the Flare. H2S Parts of ~100ppm were seen at numerous locations on fixed monitors. Ambient conditions were 32F and low wind from the NNE. Personnel mustered and all persons were accounted for. The release resulted in a Tier 1 PSE (above the 55lb Tier 1 threshold for H2S). PSV was set at 1155PSIG. Temperature was 97F.",? PRV Release.,N/A BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products 68",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__108,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,13 Jan 2024,USA,Production,,,,,,,Production operations,Routine maintenance,Breaking Containment Locations: Piping/valve (inadvertently left) open to atmosphere,We maintain safe isolation.,,,,"Contractor discovered a sample valve on bottom of a 6” transfer to the charge pump was open, releasing fluid. Operator stopped the release by closing the valve.",? Contractor discovered he had inadvertently bumped the valve open during his previous visit which caused the release.,"Focus on increased awareness while on site. BARRIERS: Human Barrier Failures: Operating in accordance with procedures – PTW, Isolation of equipment, Overrides and inhibits of safety systems, Shift handover, etc.",PEOPLE (ACTS): Inattention/Lack of Awareness: Lack of attention/distracted by other concerns/stress,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__109,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,14 Jan 2024,USA,Production,,,,,,,Production operations,Normal,"Piping in Process and Utility Systems (excluding subsea) : Valve (body, stem, plugs)",We sustain barriers.,,,,Operator pulled onto location finding a busted load line due to freezing. The oil tank valve also failed allowing the contents of produced oil tank to release.,? Freezing water broke multiple valves.,N/A BARRIERS: Hardware Barrier Failures: Structural Integrity,PROCESS (CONDITIONS): Work Place Hazards: Storms or acts of nature 69,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
